 time            v(in)           v(out_a)        v(out_b)       
 1.08127678e-02  5.00000000e+00  4.99972615e+00  4.74435879e+00 
 1.08227678e-02  5.00000000e+00  4.99972887e+00  4.74513229e+00 
 1.08327678e-02  5.00000000e+00  4.99973157e+00  4.74590345e+00 
 1.08427678e-02  5.00000000e+00  4.99973424e+00  4.74667227e+00 
 1.08527678e-02  5.00000000e+00  4.99973688e+00  4.74743877e+00 
 1.08627678e-02  5.00000000e+00  4.99973950e+00  4.74820295e+00 
 1.08727678e-02  5.00000000e+00  4.99974209e+00  4.74896482e+00 
 1.08827678e-02  5.00000000e+00  4.99974466e+00  4.74972438e+00 
 1.08927678e-02  5.00000000e+00  4.99974720e+00  4.75048164e+00 
 1.09027678e-02  5.00000000e+00  4.99974972e+00  4.75123662e+00 
 1.09127678e-02  5.00000000e+00  4.99975221e+00  4.75198930e+00 
 1.09227678e-02  5.00000000e+00  4.99975467e+00  4.75273971e+00 
 1.09327678e-02  5.00000000e+00  4.99975711e+00  4.75348785e+00 
 1.09427678e-02  5.00000000e+00  4.99975953e+00  4.75423373e+00 
 1.09527678e-02  5.00000000e+00  4.99976192e+00  4.75497735e+00 
 1.09627678e-02  5.00000000e+00  4.99976429e+00  4.75571872e+00 
 1.09727678e-02  5.00000000e+00  4.99976664e+00  4.75645785e+00 
 1.09827678e-02  5.00000000e+00  4.99976896e+00  4.75719474e+00 
 1.09918839e-02  5.00000000e+00  4.99977106e+00  4.75786455e+00 
 1.10010000e-02  5.00000000e+00  4.99977313e+00  4.75853252e+00 
 1.10011000e-02  4.50000000e+00  4.99972316e+00  4.75852468e+00 
 1.10013000e-02  3.50000000e+00  4.99952324e+00  4.75847871e+00 
 1.10016500e-02  1.75000000e+00  4.99869230e+00  4.75825245e+00 
 1.10020000e-02  0.00000000e+00  4.99724926e+00  4.75784061e+00 
 1.10020700e-02  0.00000000e+00  4.99689948e+00  4.75773969e+00 
 1.10022100e-02  0.00000000e+00  4.99619996e+00  4.75753785e+00 
 1.10024900e-02  0.00000000e+00  4.99480122e+00  4.75713419e+00 
 1.10030500e-02  0.00000000e+00  4.99200491e+00  4.75632699e+00 
 1.10041700e-02  0.00000000e+00  4.98641700e+00  4.75471300e+00 
 1.10064100e-02  0.00000000e+00  4.97525992e+00  4.75148665e+00 
 1.10108900e-02  0.00000000e+00  4.95302057e+00  4.74504052e+00 
 1.10198500e-02  0.00000000e+00  4.90883944e+00  4.73217449e+00 
 1.10298500e-02  0.00000000e+00  4.85999526e+00  4.71785626e+00 
 1.10398500e-02  0.00000000e+00  4.81163710e+00  4.70358135e+00 
 1.10498500e-02  0.00000000e+00  4.76376012e+00  4.68934964e+00 
 1.10598500e-02  0.00000000e+00  4.71635952e+00  4.67516099e+00 
 1.10698500e-02  0.00000000e+00  4.66943057e+00  4.66101526e+00 
 1.10798500e-02  0.00000000e+00  4.62296857e+00  4.64691234e+00 
 1.10898500e-02  0.00000000e+00  4.57696888e+00  4.63285209e+00 
 1.10998500e-02  0.00000000e+00  4.53142691e+00  4.61883439e+00 
 1.11098500e-02  0.00000000e+00  4.48633808e+00  4.60485909e+00 
 1.11198500e-02  0.00000000e+00  4.44169790e+00  4.59092609e+00 
 1.11298500e-02  0.00000000e+00  4.39750190e+00  4.57703524e+00 
 1.11398500e-02  0.00000000e+00  4.35374566e+00  4.56318642e+00 
 1.11498500e-02  0.00000000e+00  4.31042481e+00  4.54937950e+00 
 1.11598500e-02  0.00000000e+00  4.26753501e+00  4.53561436e+00 
 1.11698500e-02  0.00000000e+00  4.22507198e+00  4.52189086e+00 
 1.11798500e-02  0.00000000e+00  4.18303146e+00  4.50820889e+00 
 1.11898500e-02  0.00000000e+00  4.14140926e+00  4.49456832e+00 
 1.11998500e-02  0.00000000e+00  4.10020120e+00  4.48096902e+00 
 1.12098500e-02  0.00000000e+00  4.05940318e+00  4.46741087e+00 
 1.12198500e-02  0.00000000e+00  4.01901111e+00  4.45389374e+00 
