 time            v(a)            v(b)            v(y)           
 1.76400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 1.81400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 1.86400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 1.91400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 1.96400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.01400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.06400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.11400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.16400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.21400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.26400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.31400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.36400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.41400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.46400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.51400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.56400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.61400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.66400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.71400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.76400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.81400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.86400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.91400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 2.96400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.01400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.06400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.11400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.16400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.21400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.26400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.31400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.36400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.41400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.46400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.51400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.56400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.61400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.66400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.71400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.76400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.81400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.86400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.91400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 3.96400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.01400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.06400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.11400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.16400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.21400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.26400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.31400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.36400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.41400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.46400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.51400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.56400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.61400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.66400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.71400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.76400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.81400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.86400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.91400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 4.96400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.01400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.06400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.11400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.16400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.21400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.26400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.31400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.36400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.41400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.46400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.51400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.56400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.61400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.66400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.71400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.76400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.81400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.86400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.91400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 5.96400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.01400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.06400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.11400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.16400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.21400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.26400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.31400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.36400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.41400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.46400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.51400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.56400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.61400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.66400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.71400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.76400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.81400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.86400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.91400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 6.96400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.01400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.06400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.11400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.16400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.21400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.26400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.31400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.36400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.41400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.46400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.51400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.56400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.61400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.66400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.71400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.76400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.81400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.86400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.91400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 7.96400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.01400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.06400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.11400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.16400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.21400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.26400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.31400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.36400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.41400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.46400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.51400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.56400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.61400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.66400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.71400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.76400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.81400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.86400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.91400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 8.96400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.01400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.06400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.11400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.16400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.21400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.26400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.31400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.36400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.41400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.46400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.51400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.56400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.61400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.66400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.71400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.76400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.81400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.86400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.91400000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 9.95700000e-06  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 1.00000000e-05  0.00000000e+00  0.00000000e+00  3.29999999e+00 
 1.00010000e-05  0.00000000e+00  3.30000000e-01  3.29999999e+00 
 1.00030000e-05  0.00000000e+00  9.90000000e-01  3.29999999e+00 
 1.00065000e-05  0.00000000e+00  2.14500000e+00  3.29999999e+00 
 1.00100000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.00107000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.00121000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.00149000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.00205000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.00317000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.00541000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.00989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.01489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.01989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.02489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.02989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.03489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.03989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.04489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.04989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.05489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.05989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.06489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.06989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.07489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.07989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.08489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.08989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.09489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.09989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.10489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.10989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.11489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.11989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.12489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.12989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.13489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.13989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.14489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.14989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.15489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.15989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.16489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.16989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.17489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.17989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.18489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.18989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.19489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.19989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.20489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.20989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.21489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.21989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.22489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.22989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.23489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.23989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.24489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.24989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.25489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.25989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.26489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.26989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.27489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.27989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.28489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.28989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.29489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.29989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.30489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.30989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.31489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.31989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.32489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.32989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.33489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.33989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.34489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.34989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.35489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.35989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.36489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.36989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.37489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.37989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.38489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.38989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.39489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.39989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.40489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.40989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.41489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.41989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.42489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.42989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.43489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.43989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.44489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.44989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.45489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.45989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.46489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.46989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.47489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.47989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.48489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.48989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.49489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.49989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.50489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.50989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.51489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.51989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.52489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.52989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.53489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.53989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.54489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.54989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.55489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.55989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.56489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.56989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.57489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.57989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.58489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.58989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.59489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.59989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.60489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.60989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.61489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.61989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.62489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.62989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.63489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.63989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.64489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.64989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.65489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.65989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.66489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.66989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.67489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.67989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.68489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.68989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.69489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.69989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.70489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.70989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.71489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.71989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.72489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.72989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.73489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.73989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.74489000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
 1.74989000e-05  0.00000000e+00  3.30000000e+00  3.29999999e+00 
